Amount,F1,Precision,Recall
0,0.9774774774774775,0.9567901234567902,0.9990791896869244
1,0.8731848983543078,0.9204081632653062,0.8305709023941068
2,0.8071794871794872,0.9108796296296297,0.7246777163904236
5,0.6449318316538234,0.9051580698835274,0.5009208103130756
10,0.6259818731117824,0.9103690685413005,0.47697974217311234
20,0.5948275862068966,0.8977695167286245,0.4447513812154696
