Amount,F1,Precision,Recall
0,0.9940448923499771,0.9890610756608933,0.9990791896869244
1,0.8114532685035116,0.9816993464052287,0.6915285451197053
2,0.7157894736842105,0.9807692307692307,0.56353591160221
5,0.5994897959183674,0.975103734439834,0.43278084714548803
10,0.4739402362751911,0.9660056657223796,0.3139963167587477
20,0.28169014084507044,0.9375,0.16574585635359115
