Amount,F1,Precision,Recall
0,0.9968182668912596,0.9977519670288497,0.9958863126402393
1,0.9674890036335819,0.9900195694716243,0.9459611069558713
2,0.946807479895359,0.9825055298612507,0.9136125654450262
5,0.8915880345312186,0.9625054182921543,0.8304038893044129
10,0.8308499475341028,0.946676231468197,0.7402767389678384
20,0.7532965175250761,0.9480851063829787,0.62490650710546
