Amount,F1,Precision,Recall
0,0.9961798413164854,1.0,0.9923887587822015
1,0.9916902923061883,0.9935357492654261,0.9898516783762685
2,0.9889551363503079,0.9906011356961034,0.9873145979703357
5,0.9793613707165109,0.9770784770784771,0.9816549570647931
10,0.9723412543825477,0.9704510108864697,0.9742388758782201
20,0.9647451635078071,0.9709428740857877,0.9586260733801717
