Amount,F1,Precision,Recall
0,0.9969127140050519,0.9975659988766149,0.9962602842183994
1,0.9631207046752492,0.998394541440899,0.9302543006731488
2,0.9335058729842723,0.9980842911877394,0.8767763649962603
5,0.8589388450884295,0.9982664685487865,0.7537397157816006
10,0.7724406740800184,0.9982222222222222,0.6299551234106208
20,0.5980353634577603,0.9982509838216004,0.4268885564697083
