Amount,F1,Precision,Recall
0,0.995034939315925,0.9943035648658581,0.9957673905042326
1,0.9792046698285297,0.9707052441229657,0.9878542510121457
2,0.9664941432852084,0.9539343968453128,0.979389032020611
5,0.939385751598667,0.9199153289821838,0.9596981965403018
10,0.9210123390074755,0.9019227376962428,0.9409274935590725
20,0.8992721718033966,0.8786654960491659,0.9208686050791314
