Amount,F1,Precision,Recall
0,0.9900131049753716,0.9888959104450663,0.9911328266377126
1,0.9573327115877827,0.9876840180890984,0.928791169019182
2,0.9252956446495529,0.9870769230769231,0.8707926167209555
5,0.8520953163516845,0.9852731591448931,0.7506333695258777
10,0.7631433314886552,0.9824736392134511,0.6238689829895042
20,0.6579010566762729,0.9776945039257673,0.49574737604053565
