Amount,F1,Precision,Recall
0,0.9935838680109991,0.9890510948905109,0.998158379373849
1,0.778642936596218,0.9831460674157303,0.6445672191528545
2,0.6834532374100719,0.979381443298969,0.5248618784530387
5,0.2529832935560859,0.9298245614035088,0.1464088397790055
10,0.1326530612244898,0.8666666666666667,0.0718232044198895
20,0.06007067137809187,0.7391304347826086,0.03130755064456722
