Amount,F1,Precision,Recall
0,0.9406099518459069,0.9832214765100671,0.9015384615384615
1,0.9304804198627372,0.9790994052676296,0.8864615384615384
2,0.919131989596879,0.9742419021364576,0.8699230769230769
5,0.8933636551581559,0.9658471166741172,0.831
10,0.8752304340539635,0.9610783952889216,0.8034615384615384
20,0.8451427837479129,0.9529786617746452,0.7592307692307693
