Amount,F1,Precision,Recall
0,0.9900131049753716,0.9888959104450663,0.9911328266377126
1,0.9676287231586239,0.9881165707818542,0.9479732175171914
2,0.9500915535940655,0.9874109495462087,0.915490408975751
5,0.9021648421776054,0.9860500053653826,0.8314332247557004
10,0.8493362148811362,0.9846098783106657,0.746742671009772
20,0.783025027203482,0.9819868995633187,0.6511038726022439
